,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/ayildiz/skywater-mpw6/caravel_yonga-can-controller/openlane/user_proj_example,user_proj_example,user_proj_example,flow completed,0h41m26s0ms,0h12m11s0ms,1571.5,4.0,785.75,0.75,12689.59,3143,0,0,0,0,0,0,0,5,0,0,-1,182865,28550,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,105398708.0,0.0,1.62,1.08,0.86,0.25,-1,5037,6320,124,1395,0,0,0,5369,18,19,155,59,1364,63,30,1852,491,443,14,1454,56133,0,57587,100.0,10.0,10,AREA 0,5,50,1,153.6,153.18,0.55,0.3,sky130_fd_sc_hd,4,4
